acc,start,end,strand,chromosome,species,symbol,name,length
NP_085048.1,142108974,142144674,1,5,Homo_sapiens,NDFIP1,NEDD4 family-interacting protein 1,35700
NP_001120968.1,142314208,142315108,-1,5,Homo_sapiens,SPRY4,protein sprouty homolog 4 isoform 2,900
NP_001244135.1,142595289,142614127,-1,5,Homo_sapiens,FGF1,fibroblast growth factor 1 isoform 4 precursor,18838
NP_055886.1,142770761,143222446,1,5,Homo_sapiens,ARHGAP26,rho GTPase-activating protein 26 isoform a,451685
NP_001018661.1,143279363,143400839,-1,5,Homo_sapiens,NR3C1,glucocorticoid receptor isoform beta,121476
NP_067005.1,143812267,143820568,1,5,Homo_sapiens,HMHB1,minor histocompatibility protein HB-1,8301
NP_001258661.1,144160396,144165552,-1,5,Homo_sapiens,YIPF5,protein YIPF5 isoform b,5156
NP_065819.1,144206714,144474114,1,5,Homo_sapiens,KCTD16,BTB/POZ domain-containing protein KCTD16,267400
NP_612501.3,145764940,145823122,-1,5,Homo_sapiens,PRELID2,PRELI domain-containing protein 2 isoform c,58182
NP_001073985.1,145859732,145872968,-1,5,Homo_sapiens,GRXCR2,glutaredoxin domain-containing cysteine-rich protein 2,13236
NP_689763.3,145937928,146062701,1,5,Homo_sapiens,SH3RF2,putative E3 ubiquitin-protein ligase SH3RF2,124773
NP_001025040.1,146084431,146104311,-1,5,Homo_sapiens,PLAC8L1,PLAC8-like protein 1,19880
NP_001304894.1,146114105,146172737,-1,5,Homo_sapiens,LARS,"leucine--tRNA ligase, cytoplasmic isoform 4",58632
NP_061862.1,146203765,146286030,1,5,Homo_sapiens,RBM27,RNA-binding protein 27,82265
NP_002691.1,146339112,146340444,1,5,Homo_sapiens,POU4F3,"POU domain, class 4, transcription factor 3",1332
NP_006697.2,146447349,146510642,1,5,Homo_sapiens,TCERG1,transcription elongation regulator 1 isoform 1,63293
NP_919227.2,146514853,146516113,-1,5,Homo_sapiens,GPR151,probable G-protein coupled receptor 151,1260
NP_858064.1,146589946,146856535,-1,5,Homo_sapiens,PPP2R2B,serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform d,266589
NP_659438.1,147239634,147348723,1,5,Homo_sapiens,STK32A,serine/threonine-protein kinase 32A isoform 2,109089
NP_001378.1,147394034,147453587,-1,5,Homo_sapiens,DPYSL3,dihydropyrimidinase-related protein 3 isoform 2,59553
NP_055605.2,147591665,147671806,-1,5,Homo_sapiens,JAKMIP2,janus kinase and microtubule-interacting protein 2 isoform 3,80141
NP_003113.2,147824660,147831577,-1,5,Homo_sapiens,SPINK1,serine protease inhibitor Kazal-type 1 precursor,6917
NP_473364.1,147878803,147882050,1,5,Homo_sapiens,SCGB3A2,secretoglobin family 3A member 2 precursor,3247
NP_996849.2,147896992,147906501,-1,5,Homo_sapiens,C5orf46,uncharacterized protein C5orf46 precursor,9509
NP_001121171.1,148064044,148124849,1,5,Homo_sapiens,SPINK5,serine protease inhibitor Kazal-type 5 isoform c preproprotein,60805
NP_001001325.1,148169732,148175398,1,5,Homo_sapiens,SPINK14,serine protease inhibitor Kazal-type 14 precursor,5666
NP_001182219.1,148203096,148214950,1,5,Homo_sapiens,SPINK6,serine protease inhibitor Kazal-type 6 precursor,11854
XP_011536019.1,148238597,148243254,1,5,Homo_sapiens,LOC105378220,macrophage receptor MARCO,4657
NP_001035218.1,148270072,148286048,1,5,Homo_sapiens,SPINK13,serine protease inhibitor Kazal-type 13 precursor,15976
NP_115955.1,148312483,148315684,1,5,Homo_sapiens,SPINK7,serine protease inhibitor Kazal-type 7 precursor,3201
NP_001035523.1,148335613,148339712,1,5,Homo_sapiens,SPINK9,serine protease inhibitor Kazal-type 9 precursor,4099
NP_110420.3,148394776,148442147,1,5,Homo_sapiens,FBXO38,F-box only protein 38 isoform a,47371
NP_001035259.1,148451184,148637014,-1,5,Homo_sapiens,HTR4,5-hydroxytryptamine receptor 4 isoform a,185830
NP_000015.1,148826831,148828073,1,5,Homo_sapiens,ADRB2,beta-2 adrenergic receptor,1242
NP_078853.2,149004710,149063022,-1,5,Homo_sapiens,SH3TC2,SH3 domain and tetratricopeptide repeat-containing protein 2,58312
NP_001287944.1,149142095,149258404,1,5,Homo_sapiens,ABLIM3,actin-binding LIM protein 3 isoform 1,116309
NP_001309992.1,149271968,149312318,1,5,Homo_sapiens,AFAP1L1,actin filament-associated protein 1-like 1 isoform 4,40350
NP_689620.2,149345539,149351282,1,5,Homo_sapiens,GRPEL2,"grpE protein homolog 2, mitochondrial precursor",5743
NP_076933.3,149358068,149368654,1,5,Homo_sapiens,PCYOX1L,prenylcysteine oxidase-like isoform 1 precursor,10586
NP_001304916.1,149374368,149376890,-1,5,Homo_sapiens,IL17B,interleukin-17B isoform 2,2522
NP_001258671.1,149496852,149525134,-1,5,Homo_sapiens,CSNK1A1,casein kinase I isoform alpha isoform 4,28282
NP_001001669.2,149597769,149632191,1,5,Homo_sapiens,ARHGEF37,rho guanine nucleotide exchange factor 37,34422
NP_573570.3,149730342,149847558,1,5,Homo_sapiens,PPARGC1B,peroxisome proliferator-activated receptor gamma coactivator 1-beta isoform 1,117216
NP_000431.2,149860894,149944673,-1,5,Homo_sapiens,PDE6A,"rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha",83779
NP_000103.2,149977652,149981813,1,5,Homo_sapiens,SLC26A2,sulfate transporter,4161
NP_112215.1,149994782,149996348,-1,5,Homo_sapiens,TIGD6,tigger transposable element-derived protein 6,1566
NP_055798.2,150004852,150052192,1,5,Homo_sapiens,HMGXB3,HMG domain-containing protein 3,47340
NP_005202.2,150054068,150086427,-1,5,Homo_sapiens,CSF1R,macrophage colony-stimulating factor 1 receptor precursor,32359
NP_002600.1,150115762,150137047,-1,5,Homo_sapiens,PDGFRB,platelet-derived growth factor receptor beta precursor,21285
NP_001795.2,150166876,150183680,1,5,Homo_sapiens,CDX1,homeobox protein CDX-1,16804
NP_055043.2,150190327,150209615,1,5,Homo_sapiens,SLC6A7,sodium-dependent proline transporter,19288
NP_741960.1,150222709,150289625,-1,5,Homo_sapiens,CAMK2A,calcium/calmodulin-dependent protein kinase type II subunit alpha isoform 2,66916
NP_001012301.1,150297213,150302373,-1,5,Homo_sapiens,ARSI,arylsulfatase I precursor,5160
NP_001008657.1,150357746,150383755,1,5,Homo_sapiens,TCOF1,treacle protein isoform c,26009
NP_004346.1,150402239,150412749,-1,5,Homo_sapiens,CD74,HLA class II histocompatibility antigen gamma chain isoform b,10510
NP_005608.1,150444285,150447733,-1,5,Homo_sapiens,RPS14,40S ribosomal protein S14,3448
NP_001534.1,150521254,150553332,1,5,Homo_sapiens,NDST1,bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 isoform 1,32078
NP_001159680.1,150618367,150650333,1,5,Homo_sapiens,SYNPO,synaptopodin isoform C,31966
NP_588612.2,150662941,150676875,1,5,Homo_sapiens,MYOZ3,myozenin-3,13934
NP_060517.1,150691750,150700985,-1,5,Homo_sapiens,RBM22,pre-mRNA-splicing factor RBM22,9235
NP_001129116.1,150711148,150756451,-1,5,Homo_sapiens,DCTN4,dynactin subunit 4 isoform c,45303
NP_116565.3,150795440,150795623,1,5,Homo_sapiens,SMIM3,small integral membrane protein 3,183
NP_001139277.1,150848123,150848669,1,5,Homo_sapiens,IRGM,immunity-related GTPase family M protein,546
NP_001166303.1,150895423,150898461,-1,5,Homo_sapiens,ZNF300,zinc finger protein 300 isoform 3,3038
NP_002075.2,151020654,151028130,1,5,Homo_sapiens,GPX3,glutathione peroxidase 3 precursor,7476
NP_001239321.1,151030641,151065095,-1,5,Homo_sapiens,TNIP1,TNFAIP3-interacting protein 1 isoform 4,34454
NP_001180473.1,151101447,151140165,-1,5,Homo_sapiens,ANXA6,annexin A6 isoform 2,38718
NP_056436.2,151183436,151223970,-1,5,Homo_sapiens,CCDC69,coiled-coil domain-containing protein 69,40534
XP_016865624.1,151212763,151224114,1,5,Homo_sapiens,LOC105378230,synapsin-1-like,11351
NP_000396.2,151253216,151267451,1,5,Homo_sapiens,GM2A,ganglioside GM2 activator isoform 1 precursor,14235
NP_861439.3,151277392,151303354,-1,5,Homo_sapiens,SLC36A3,proton-coupled amino acid transporter 3 isoform 2,25962
NP_861441.2,151316816,151347460,-1,5,Homo_sapiens,SLC36A2,proton-coupled amino acid transporter 2,30644
NP_001295080.1,151458792,151469254,1,5,Homo_sapiens,SLC36A1,proton-coupled amino acid transporter 1 isoform c,10462
NP_001438.1,151505564,151568931,-1,5,Homo_sapiens,FAT2,protocadherin Fat 2 precursor,63367
NP_001296373.1,151663454,151676188,-1,5,Homo_sapiens,SPARC,SPARC isoform 3 precursor,12734
NP_004036.1,151746324,151758551,-1,5,Homo_sapiens,ATOX1,copper transport protein ATOX1,12227
NP_938405.1,151786620,151804091,1,5,Homo_sapiens,G3BP1,ras GTPase-activating protein-binding protein 1,17471
NP_001278929.1,151822672,151886723,-1,5,Homo_sapiens,GLRA1,glycine receptor subunit alpha-1 isoform 3,64051
NP_064552.3,152392190,152405113,-1,5,Homo_sapiens,NMUR2,neuromedin-U receptor 2,12923
NP_000818.2,153490888,153811225,1,5,Homo_sapiens,GRIA1,glutamate receptor 1 isoform 1 precursor,320337
NP_001304924.1,153992975,154034953,-1,5,Homo_sapiens,FAM114A2,protein FAM114A2 isoform 2,41978
NP_001229265.1,154049722,154053713,1,5,Homo_sapiens,MFAP3,microfibril-associated glycoprotein 3 isoform 1 precursor,3991
NP_938080.1,154190866,154416972,1,5,Homo_sapiens,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,226106
NP_078908.1,154446604,154456028,1,5,Homo_sapiens,SAP30L,histone deacetylase complex subunit SAP30L isoform 1,9424
NP_004812.1,154475805,154478008,-1,5,Homo_sapiens,HAND1,heart- and neural crest derivatives-expressed protein 1,2203
NP_056130.2,154712925,154814096,1,5,Homo_sapiens,LARP1,la-related protein 1,101171
NP_115761.2,154820315,154838178,-1,5,Homo_sapiens,FAXDC2,fatty acid hydroxylase domain-containing protein 2,17863
NP_004770.4,154863278,154875439,1,5,Homo_sapiens,CNOT8,CCR4-NOT transcription complex subunit 8 isoform 1,12161
NP_001239085.1,154888209,154938133,-1,5,Homo_sapiens,GEMIN5,gem-associated protein 5 isoform 2,49924
NP_054899.2,154941110,154966897,1,5,Homo_sapiens,MRPL22,"39S ribosomal protein L22, mitochondrial isoform a",25787
NP_001092763.1,155013859,155017564,1,5,Homo_sapiens,KIF4B,chromosome-associated kinesin KIF4B,3705
NP_758447.1,156329576,156757776,1,5,Homo_sapiens,SGCD,delta-sarcoglycan isoform 2,428200
NP_001140198.1,156919456,156963198,-1,5,Homo_sapiens,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4 isoform 2 precursor,43742
NP_001295085.1,157029587,157057943,-1,5,Homo_sapiens,HAVCR1,hepatitis A virus cellular receptor 1 isoform b precursor,28356
NP_116171.3,157087101,157108983,-1,5,Homo_sapiens,HAVCR2,hepatitis A virus cellular receptor 2 precursor,21882
NP_001094286.1,157138729,157139431,-1,5,Homo_sapiens,MED7,mediator of RNA polymerase II transcription subunit 7,702
NP_570969.2,157162446,157166168,-1,5,Homo_sapiens,FAM71B,protein FAM71B,3722
NP_005537.3,157180977,157252678,1,5,Homo_sapiens,ITK,tyrosine-protein kinase ITK/TSK,71701
NP_001278651.1,157285361,157393000,1,5,Homo_sapiens,CYFIP2,cytoplasmic FMR1-interacting protein 2 isoform c,107639
NP_001001343.2,157342861,157343536,-1,5,Homo_sapiens,FNDC9,fibronectin type III domain-containing protein 9,675
NP_001092757.1,157460134,157472960,1,5,Homo_sapiens,NIPAL4,magnesium transporter NIPA4 isoform 1,12826
NP_150377.1,157480948,157575696,-1,5,Homo_sapiens,ADAM19,disintegrin and metalloproteinase domain-containing protein 19 preproprotein,94748
NP_848511.1,157626339,157652078,-1,5,Homo_sapiens,SOX30,transcription factor SOX-30 isoform a,25739
NP_001138604.1,157671614,157679999,1,5,Homo_sapiens,C5orf52,uncharacterized protein C5orf52,8385
NP_060342.2,157731440,157739482,1,5,Homo_sapiens,THG1L,probable tRNA(His) guanylyltransferase isoform 1,8042
NP_775762.1,157743750,157755264,1,5,Homo_sapiens,LSM11,U7 snRNA-associated Sm-like protein LSm11,11514
NP_001182485.1,157787645,157817534,-1,5,Homo_sapiens,CLINT1,clathrin interactor 1 isoform 3,29889
NP_001311040.1,158699110,159095631,-1,5,Homo_sapiens,EBF1,transcription factor COE1 isoform 10,396521
NP_001186312.1,159158669,159203617,-1,5,Homo_sapiens,RNF145,RING finger protein 145 isoform 5,44948
NP_659486.2,159268915,159284931,1,5,Homo_sapiens,UBLCP1,ubiquitin-like domain-containing CTD phosphatase 1,16016
NP_002178.2,159316684,159326782,-1,5,Homo_sapiens,IL12B,interleukin-12 subunit beta precursor,10098
NP_000670.1,159916905,159972492,1,5,Homo_sapiens,ADRA1B,alpha-1B adrenergic receptor,55587
NP_003305.1,160010528,160065065,1,5,Homo_sapiens,TTC1,tetratricopeptide repeat protein 1,54537
NP_001253964.1,160078154,160119388,-1,5,Homo_sapiens,PWWP2A,PWWP domain-containing protein 2A isoform c,41234
NP_001124430.1,160199106,160238659,1,5,Homo_sapiens,FABP6,gastrotropin isoform 1,39553
NP_001295102.1,160253377,160311923,-1,5,Homo_sapiens,CCNJL,cyclin-J-like protein isoform b,58546
NP_114114.2,160349167,160370637,-1,5,Homo_sapiens,C1QTNF2,complement C1q tumor necrosis factor-related protein 2,21470
NP_071373.2,160393705,160395490,-1,5,Homo_sapiens,ZBED8,protein ZBED8,1785
NP_006416.3,160403284,160415294,-1,5,Homo_sapiens,SLU7,pre-mRNA-splicing factor SLU7,12010
NP_004210.1,160422312,160428681,1,5,Homo_sapiens,PTTG1,securin,6369
NP_079429.2,160565452,160688074,-1,5,Homo_sapiens,ATP10B,probable phospholipid-transporting ATPase VB,122622
NP_000804.1,161294080,161546643,-1,5,Homo_sapiens,GABRB2,gamma-aminobutyric acid receptor subunit beta-2 isoform 2 precursor,252563
NP_000802.2,161685989,161701773,1,5,Homo_sapiens,GABRA6,gamma-aminobutyric acid receptor subunit alpha-6 precursor,15784
NP_001121115.1,161850810,161897422,1,5,Homo_sapiens,GABRA1,gamma-aminobutyric acid receptor subunit alpha-1 precursor,46612
NP_944493.2,162067999,162153368,1,5,Homo_sapiens,GABRG2,gamma-aminobutyric acid receptor subunit gamma-2 isoform 3 precursor,85369
NP_954854.1,163439256,163442565,1,5,Homo_sapiens,CCNG1,cyclin-G1,3309
NP_660309.1,163453966,163460050,-1,5,Homo_sapiens,NUDCD2,nudC domain-containing protein 2,6084
NP_001136028.1,163460692,163491164,1,5,Homo_sapiens,HMMR,hyaluronan mediated motility receptor isoform a,30472
NP_877725.1,163503394,163518363,1,5,Homo_sapiens,MAT2B,methionine adenosyltransferase 2 subunit beta isoform 2,14969
NP_001116151.1,167284837,168262810,1,5,Homo_sapiens,TENM2,teneurin-2 isoform 1,977973
NP_001155133.1,168292152,168469017,1,5,Homo_sapiens,WWC1,protein KIBRA isoform 1,176865
NP_002878.2,168486498,168519190,1,5,Homo_sapiens,RARS,"arginine--tRNA ligase, cytoplasmic",32692
NP_078870.1,168557570,168579283,-1,5,Homo_sapiens,PANK3,pantothenate kinase 3,21713
NP_003053.1,168666453,169300709,-1,5,Homo_sapiens,SLIT3,slit homolog 3 protein isoform 2 precursor,634256
NP_060255.3,169588416,169604207,1,5,Homo_sapiens,SPDL1,protein Spindly,15791
NP_004937.1,169637326,170082858,1,5,Homo_sapiens,DOCK2,dedicator of cytokinesis protein 2,445532
NP_001123363.1,169864272,169883898,-1,5,Homo_sapiens,FAM196B,protein FAM196B,19626
NP_036320.2,170105957,170108611,1,5,Homo_sapiens,FOXI1,forkhead box protein I1 isoform a,2654
NP_001292324.1,170234135,170236210,1,5,Homo_sapiens,C5orf58,putative uncharacterized protein C5orf58 isoform b,2075
NP_005556.1,170248696,170297611,-1,5,Homo_sapiens,LCP2,lymphocyte cytosolic protein 2,48915
NP_001030010.1,170353876,170735806,1,5,Homo_sapiens,KCNIP1,Kv channel-interacting protein 1 isoform 3,381930
NP_004128.1,170378703,170385447,-1,5,Homo_sapiens,KCNMB1,calcium-activated potassium channel subunit beta-1,6744
NP_001030009.1,170504572,170735806,1,5,Homo_sapiens,KCNIP1,Kv channel-interacting protein 1 isoform 1,231234
NP_001278914.1,170788615,170811993,1,5,Homo_sapiens,GABRP,gamma-aminobutyric acid receptor subunit pi isoform 2 precursor,23378
NP_075048.1,170862033,171298858,1,5,Homo_sapiens,RANBP17,ran-binding protein 17,436825
NP_066305.2,171309365,171311599,1,5,Homo_sapiens,TLX3,T-cell leukemia homeobox protein 3,2234
NP_001032827.1,171387948,171406405,1,5,Homo_sapiens,NPM1,nucleophosmin isoform 3,18457
NP_003853.1,171420199,171456805,1,5,Homo_sapiens,FGF18,fibroblast growth factor 18 precursor,36606
NP_001276899.1,171785871,171791088,1,5,Homo_sapiens,SMIM23,small integral membrane protein 23,5217
NP_387449.2,171868634,172006502,-1,5,Homo_sapiens,FBXW11,F-box/WD repeat-containing protein 11 isoform A,137868
NP_005981.3,172044881,172188042,-1,5,Homo_sapiens,STK10,serine/threonine-protein kinase 10,143161
NP_001164654.1,172194172,172203345,1,5,Homo_sapiens,EFCAB9,EF-hand calcium-binding domain-containing protein 9,9173
NP_689490.2,172211829,172283665,-1,5,Homo_sapiens,UBTD2,ubiquitin domain-containing protein 2,71836
NP_001295104.1,172325275,172454352,-1,5,Homo_sapiens,SH3PXD2B,SH3 and PX domain-containing protein 2B isoform b,129077
NP_001136123.1,172641406,172686925,1,5,Homo_sapiens,NEURL1B,E3 ubiquitin-protein ligase NEURL1B isoform hNEUR2,45519
NP_001274741.1,172758262,172762517,1,5,Homo_sapiens,LOC101928093,uncharacterized protein LOC101928093,4255
NP_004408.1,172768761,172770952,-1,5,Homo_sapiens,DUSP1,dual specificity protein phosphatase 1,2191
NP_001026881.1,172834413,172950816,1,5,Homo_sapiens,ERGIC1,endoplasmic reticulum-Golgi intermediate compartment protein 1,116403
NP_057177.1,172959873,172969541,1,5,Homo_sapiens,RPL26L1,60S ribosomal protein L26-like 1,9668
NP_003936.1,172983860,173020331,1,5,Homo_sapiens,ATP6V0E1,V-type proton ATPase subunit e 1,36471
NP_001161865.1,173080775,173091433,1,5,Homo_sapiens,CREBRF,CREB3 regulatory factor isoform 2,10658
NP_053582.2,173144545,173163921,1,5,Homo_sapiens,BNIP1,vesicle transport protein SEC20 isoform BNIP1-b,19376
NP_004378.1,173232568,173235083,-1,5,Homo_sapiens,NKX2-5,homeobox protein Nkx-2.5 isoform 1,2515
NP_003705.1,173317846,173328193,-1,5,Homo_sapiens,STC2,stanniocalcin-2 precursor,10347
NP_001153123.1,173608264,173616436,-1,5,Homo_sapiens,BOD1,biorientation of chromosomes in cell division protein 1 isoform b,8172
NP_085130.2,173889733,173956137,1,5,Homo_sapiens,CPEB4,cytoplasmic polyadenylation element-binding protein 4 isoform a,66404
NP_001138426.1,173989263,174001215,1,5,Homo_sapiens,C5orf47,uncharacterized protein C5orf47,11952
NP_057064.1,174046755,174107505,1,5,Homo_sapiens,HMP19,neuron-specific protein family member 2,60750
NP_002440.2,174724659,174729583,1,5,Homo_sapiens,MSX2,homeobox protein MSX-2,4924
NP_000785.1,175441758,175443099,-1,5,Homo_sapiens,DRD1,D(1A) dopamine receptor,1341
NP_001309912.1,175492103,175513595,1,5,Homo_sapiens,SFXN1,sideroflexin-1 isoform 3,21492
NP_071640.1,175683233,175684313,1,5,Homo_sapiens,HRH2,histamine H2 receptor isoform 2,1080
NP_001008221.1,175878739,175880045,1,5,Homo_sapiens,CPLX2,complexin-2,1306
NP_115737.1,175959968,175968208,-1,5,Homo_sapiens,THOC3,THO complex subunit 3,8240
XP_011533011.1,176034233,176035127,1,5,Homo_sapiens,LOC105377746,uncharacterized protein LOC105377746,894
NP_001252544.1,176089518,176114049,1,5,Homo_sapiens,FAM153B,protein FAM153B,24531
NP_001295124.1,176238508,176345445,1,5,Homo_sapiens,SIMC1,SUMO-interacting motif-containing protein 1 isoform a,106937
NP_001274264.1,176347599,176352712,-1,5,Homo_sapiens,KIAA1191,putative monooxygenase p33MONOX isoform c,5113
NP_001304877.1,176365563,176369252,1,5,Homo_sapiens,ARL10,ADP-ribosylation factor-like protein 10 isoform 1,3689
NP_001278234.1,176383980,176388466,-1,5,Homo_sapiens,NOP16,nucleolar protein 16 isoform 4,4486
NP_620175.1,176388819,176389497,1,5,Homo_sapiens,HIGD2A,"HIG1 domain family member 2A, mitochondrial",678
NP_001825.1,176392773,176416363,-1,5,Homo_sapiens,CLTB,clathrin light chain B isoform a,23590
NP_055428.1,176448407,176506950,1,5,Homo_sapiens,FAF2,FAS-associated factor 2,58543
NP_055716.1,176529027,176532472,-1,5,Homo_sapiens,RNF44,RING finger protein 44,3445
NP_001165447.1,176565352,176595672,1,5,Homo_sapiens,CDHR2,cadherin-related family member 2 precursor,30320
NP_443131.2,176596807,176599834,-1,5,Homo_sapiens,GPRIN1,G protein-regulated inducer of neurite outgrowth 1,3027
NP_001304963.1,176620810,176629654,-1,5,Homo_sapiens,SNCB,beta-synuclein isoform 2,8844
NP_001092878.1,176642787,176645980,1,5,Homo_sapiens,EIF4E1B,eukaryotic translation initiation factor 4E type 1B,3193
NP_001006617.2,176647615,176657532,1,5,Homo_sapiens,TSPAN17,tetraspanin-17 isoform c,9917
NP_588610.2,176810750,176879886,1,5,Homo_sapiens,UNC5A,netrin receptor UNC5A precursor,69136
NP_002106.2,176881072,176896159,-1,5,Homo_sapiens,HK3,hexokinase-3,15087
NP_001304890.1,176905281,176982615,-1,5,Homo_sapiens,UIMC1,BRCA1-A complex subunit RAP80 isoform 2,77334
NP_001295142.1,177022738,177064599,1,5,Homo_sapiens,ZNF346,zinc finger protein 346 isoform b,41861
NP_002002.3,177089602,177097676,1,5,Homo_sapiens,FGFR4,fibroblast growth factor receptor 4 isoform 1 precursor,8074
NP_071900.2,177135103,177295459,1,5,Homo_sapiens,NSD1,"histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific isoform b",160356
