acc,species,chromosome,symbol,start,end,length,strand
NP_001230182.1,Homo_sapiens,5,TIGD6,149994782,149996348,1566,-1
NP_055798.2,Homo_sapiens,5,HMGXB3,150004852,150052192,47340,1
NP_005202.2,Homo_sapiens,5,CSF1R,150054068,150086427,32359,-1
NP_001275634.1,Homo_sapiens,5,CSF1R,150054068,150086427,32359,-1
NP_002600.1,Homo_sapiens,5,PDGFRB,150115762,150137047,21285,-1
NP_001795.2,Homo_sapiens,5,CDX1,150166876,150183680,16804,1
NP_055043.2,Homo_sapiens,5,SLC6A7,150190327,150209615,19288,1
NP_741960.1,Homo_sapiens,5,CAMK2A,150222709,150289625,66916,-1
NP_057065.2,Homo_sapiens,5,CAMK2A,150222709,150289625,66916,-1
NP_001012301.1,Homo_sapiens,5,ARSI,150297213,150302373,5160,-1
NP_001128715.1,Homo_sapiens,5,TCOF1,150357746,150399048,41302,1
NP_001128716.1,Homo_sapiens,5,TCOF1,150357746,150399048,41302,1
NP_001182070.1,Homo_sapiens,5,TCOF1,150357746,150399048,41302,1
NP_001128717.1,Homo_sapiens,5,TCOF1,150357746,150399048,41302,1
NP_000347.2,Homo_sapiens,5,TCOF1,150357746,150399048,41302,1
NP_001008657.1,Homo_sapiens,5,TCOF1,150357746,150383755,26009,1
NP_004346.1,Homo_sapiens,5,CD74,150402239,150412749,10510,-1
NP_001020330.1,Homo_sapiens,5,CD74,150402239,150412749,10510,-1
NP_001020329.1,Homo_sapiens,5,CD74,150402583,150412749,10166,-1
NP_005608.1,Homo_sapiens,5,RPS14,150444285,150447733,3448,-1
NP_001020241.1,Homo_sapiens,5,RPS14,150444285,150447733,3448,-1
NP_001020242.1,Homo_sapiens,5,RPS14,150444285,150447733,3448,-1
NP_001534.1,Homo_sapiens,5,NDST1,150521254,150553332,32078,1
NP_001287992.1,Homo_sapiens,5,NDST1,150521254,150553332,32078,1
NP_001159680.1,Homo_sapiens,5,SYNPO,150618367,150650333,31966,1
NP_001159681.1,Homo_sapiens,5,SYNPO,150618367,150650333,31966,1
NP_009217.3,Homo_sapiens,5,SYNPO,150648275,150657087,8812,1
NP_001103444.1,Homo_sapiens,5,SYNPO,150648275,150650333,2058,1
NP_588612.2,Homo_sapiens,5,MYOZ3,150662941,150676875,13934,1
NP_001116325.1,Homo_sapiens,5,MYOZ3,150662941,150676875,13934,1
NP_060517.1,Homo_sapiens,5,RBM22,150691750,150700985,9235,-1
NP_057305.1,Homo_sapiens,5,DCTN4,150711148,150758993,47845,-1
NP_001129115.1,Homo_sapiens,5,DCTN4,150711148,150758993,47845,-1
NP_001129116.1,Homo_sapiens,5,DCTN4,150711148,150756451,45303,-1
NP_116565.3,Homo_sapiens,5,SMIM3,150795440,150795623,183,1
NP_001139277.1,Homo_sapiens,5,IRGM,150848123,150848669,546,1
NP_001166302.1,Homo_sapiens,5,ZNF300,150895423,150903349,7926,-1
NP_443092.1,Homo_sapiens,5,ZNF300,150895423,150903155,7732,-1
NP_001166303.1,Homo_sapiens,5,ZNF300,150895423,150898461,3038,-1
NP_002075.2,Homo_sapiens,5,GPX3,151020654,151028130,7476,1
NP_001239321.1,Homo_sapiens,5,TNIP1,151030641,151065095,34454,-1
NP_001239322.1,Homo_sapiens,5,TNIP1,151030641,151065095,34454,-1
NP_001245385.1,Homo_sapiens,5,TNIP1,151030663,151065095,34432,-1
NP_001245384.1,Homo_sapiens,5,TNIP1,151030712,151065095,34383,-1
NP_006049.3,Homo_sapiens,5,TNIP1,151030712,151065095,34383,-1
NP_001239319.1,Homo_sapiens,5,TNIP1,151030712,151065095,34383,-1
NP_001239320.1,Homo_sapiens,5,TNIP1,151030712,151065095,34383,-1
NP_001245383.1,Homo_sapiens,5,TNIP1,151030712,151065095,34383,-1
NP_001239315.1,Homo_sapiens,5,TNIP1,151030712,151063724,33012,-1
NP_001239314.1,Homo_sapiens,5,TNIP1,151032319,151065095,32776,-1
NP_001146.2,Homo_sapiens,5,ANXA6,151101447,151147901,46454,-1
NP_001180473.1,Homo_sapiens,5,ANXA6,151101447,151140165,38718,-1
NP_056436.2,Homo_sapiens,5,CCDC69,151183436,151223970,40534,-1
XP_016865624.1,Homo_sapiens,5,LOC105378230,151212763,151224114,11351,1
XP_016865625.1,Homo_sapiens,5,LOC105378230,151212763,151224114,11351,1
NP_001161079.1,Homo_sapiens,5,GM2A,151253216,151267640,14424,1
NP_000396.2,Homo_sapiens,5,GM2A,151253216,151267451,14235,1
NP_861439.3,Homo_sapiens,5,SLC36A3,151277392,151303354,25962,-1
NP_001138489.1,Homo_sapiens,5,SLC36A3,151277392,151303354,25962,-1
NP_861441.2,Homo_sapiens,5,SLC36A2,151316816,151347460,30644,-1
NP_510968.2,Homo_sapiens,5,SLC36A1,151458792,151488254,29462,1
NP_001295079.1,Homo_sapiens,5,SLC36A1,151458792,151480058,21266,1
NP_001295080.1,Homo_sapiens,5,SLC36A1,151458792,151469254,10462,1
NP_001438.1,Homo_sapiens,5,FAT2,151505564,151568931,63367,-1
NP_001296373.1,Homo_sapiens,5,SPARC,151663454,151676188,12734,-1
NP_001296372.1,Homo_sapiens,5,SPARC,151663570,151676188,12618,-1
NP_003109.1,Homo_sapiens,5,SPARC,151663570,151676188,12618,-1
NP_004036.1,Homo_sapiens,5,ATOX1,151746324,151758551,12227,-1
NP_938405.1,Homo_sapiens,5,G3BP1,151786620,151804091,17471,1
NP_005745.1,Homo_sapiens,5,G3BP1,151786620,151804091,17471,1
NP_000162.2,Homo_sapiens,5,GLRA1,151822672,151924549,101877,-1
NP_001139512.1,Homo_sapiens,5,GLRA1,151822672,151924549,101877,-1
NP_001278929.1,Homo_sapiens,5,GLRA1,151822672,151886723,64051,-1
NP_064552.3,Homo_sapiens,5,NMUR2,152392190,152405113,12923,-1
NP_000818.2,Homo_sapiens,5,GRIA1,153490888,153811225,320337,1
NP_001107655.1,Homo_sapiens,5,GRIA1,153490888,153811225,320337,1
NP_001244948.1,Homo_sapiens,5,GRIA1,153490888,153811225,320337,1
NP_001244950.1,Homo_sapiens,5,GRIA1,153492198,153811225,319027,1
NP_001244951.1,Homo_sapiens,5,GRIA1,153492198,153811225,319027,1
NP_001244952.1,Homo_sapiens,5,GRIA1,153494052,153811225,317173,1
NP_001244949.1,Homo_sapiens,5,GRIA1,153646992,153811225,164233,1
NP_001304924.1,Homo_sapiens,5,FAM114A2,153992975,154034953,41978,-1
NP_061161.2,Homo_sapiens,5,FAM114A2,153992975,154034953,41978,-1
NP_001304923.1,Homo_sapiens,5,FAM114A2,153992975,154034953,41978,-1
NP_001304922.1,Homo_sapiens,5,FAM114A2,153992975,154034953,41978,-1
NP_001229265.1,Homo_sapiens,5,MFAP3,154049722,154053713,3991,1
NP_005918.1,Homo_sapiens,5,MFAP3,154049722,154053713,3991,1
NP_001128509.1,Homo_sapiens,5,MFAP3,154053062,154053713,651,1
NP_938080.1,Homo_sapiens,5,GALNT10,154190866,154416972,226106,1
NP_078908.1,Homo_sapiens,5,SAP30L,154446604,154456028,9424,1
NP_001124534.1,Homo_sapiens,5,SAP30L,154446604,154456028,9424,1
NP_001124535.1,Homo_sapiens,5,SAP30L,154446604,154456028,9424,1
NP_004812.1,Homo_sapiens,5,HAND1,154475805,154478008,2203,-1
NP_056130.2,Homo_sapiens,5,LARP1,154712925,154814096,101171,1
NP_115761.2,Homo_sapiens,5,FAXDC2,154820315,154838178,17863,-1
NP_004770.4,Homo_sapiens,5,CNOT8,154863278,154875439,12161,1
NP_001288002.1,Homo_sapiens,5,CNOT8,154863278,154875439,12161,1
NP_001288003.1,Homo_sapiens,5,CNOT8,154863278,154875439,12161,1
NP_001288009.1,Homo_sapiens,5,CNOT8,154870667,154875439,4772,1
NP_001288006.1,Homo_sapiens,5,CNOT8,154870667,154875439,4772,1
NP_001288011.1,Homo_sapiens,5,CNOT8,154870667,154875439,4772,1
NP_001288004.1,Homo_sapiens,5,CNOT8,154870667,154875439,4772,1
NP_001288012.1,Homo_sapiens,5,CNOT8,154870667,154875439,4772,1
NP_001288015.1,Homo_sapiens,5,CNOT8,154871748,154875439,3691,1
NP_001239085.1,Homo_sapiens,5,GEMIN5,154888209,154938133,49924,-1
NP_056280.2,Homo_sapiens,5,GEMIN5,154888209,154938133,49924,-1
NP_054899.2,Homo_sapiens,5,MRPL22,154941110,154966897,25787,1
NP_001014990.1,Homo_sapiens,5,MRPL22,154956415,154966897,10482,1
NP_001092763.1,Homo_sapiens,5,KIF4B,155013859,155017564,3705,1
NP_000328.2,Homo_sapiens,5,SGCD,156329576,156759390,429814,1
NP_758447.1,Homo_sapiens,5,SGCD,156329576,156757776,428200,1
NP_001121681.1,Homo_sapiens,5,SGCD,156344488,156759390,414902,1
NP_001140198.1,Homo_sapiens,5,TIMD4,156919456,156963198,43742,-1
NP_612388.2,Homo_sapiens,5,TIMD4,156919456,156963198,43742,-1
NP_001295085.1,Homo_sapiens,5,HAVCR1,157029587,157057943,28356,-1
NP_036338.2,Homo_sapiens,5,HAVCR1,157029732,157057943,28211,-1
NP_001166864.1,Homo_sapiens,5,HAVCR1,157029732,157057943,28211,-1
NP_116171.3,Homo_sapiens,5,HAVCR2,157087101,157108983,21882,-1
NP_001094286.1,Homo_sapiens,5,MED7,157138729,157139431,702,-1
NP_004261.1,Homo_sapiens,5,MED7,157138729,157139431,702,-1
NP_570969.2,Homo_sapiens,5,FAM71B,157162446,157166168,3722,-1
NP_005537.3,Homo_sapiens,5,ITK,157180977,157252678,71701,1
NP_001278651.1,Homo_sapiens,5,CYFIP2,157285361,157393000,107639,1
NP_055191.2,Homo_sapiens,5,CYFIP2,157285361,157393000,107639,1
NP_001032410.1,Homo_sapiens,5,CYFIP2,157285361,157393000,107639,1
NP_001278650.1,Homo_sapiens,5,CYFIP2,157285361,157393000,107639,1
NP_001001343.2,Homo_sapiens,5,FNDC9,157342861,157343536,675,-1
NP_001092757.1,Homo_sapiens,5,NIPAL4,157460134,157472960,12826,1
NP_001165763.1,Homo_sapiens,5,NIPAL4,157460134,157472960,12826,1
NP_150377.1,Homo_sapiens,5,ADAM19,157480948,157575696,94748,-1
NP_001295094.1,Homo_sapiens,5,SOX30,157626339,157667849,41510,-1
NP_848511.1,Homo_sapiens,5,SOX30,157626339,157652078,25739,-1
NP_008948.1,Homo_sapiens,5,SOX30,157626602,157652078,25476,-1
NP_001138604.1,Homo_sapiens,5,C5orf52,157671614,157679999,8385,1
NP_060342.2,Homo_sapiens,5,THG1L,157731440,157739482,8042,1
NP_001304755.1,Homo_sapiens,5,THG1L,157732610,157739482,6872,1
NP_001304753.1,Homo_sapiens,5,THG1L,157732977,157739482,6505,1
NP_001304754.1,Homo_sapiens,5,THG1L,157734582,157739482,4900,1
NP_775762.1,Homo_sapiens,5,LSM11,157743750,157755264,11514,1
NP_055481.1,Homo_sapiens,5,CLINT1,157787645,157858970,71325,-1
NP_001182484.1,Homo_sapiens,5,CLINT1,157787645,157858970,71325,-1
NP_001182485.1,Homo_sapiens,5,CLINT1,157787645,157817534,29889,-1
NP_874367.1,Homo_sapiens,5,EBF1,158699110,159099478,400368,-1
NP_001311037.1,Homo_sapiens,5,EBF1,158699110,159099478,400368,-1
NP_001311036.1,Homo_sapiens,5,EBF1,158699110,159099478,400368,-1
NP_076870.1,Homo_sapiens,5,EBF1,158699110,159099478,400368,-1
NP_001277289.1,Homo_sapiens,5,EBF1,158699110,159099478,400368,-1
NP_001311040.1,Homo_sapiens,5,EBF1,158699110,159095631,396521,-1
NP_001311035.1,Homo_sapiens,5,EBF1,158707568,159099478,391910,-1
NP_001311032.1,Homo_sapiens,5,EBF1,158707568,159099478,391910,-1
NP_001311038.1,Homo_sapiens,5,EBF1,158707568,159099478,391910,-1
NP_001311030.1,Homo_sapiens,5,EBF1,158707568,159099478,391910,-1
NP_001186309.1,Homo_sapiens,5,RNF145,159158669,159209903,51234,-1
NP_001186310.1,Homo_sapiens,5,RNF145,159158669,159207896,49227,-1
NP_653327.1,Homo_sapiens,5,RNF145,159158669,159207799,49130,-1
NP_001186311.1,Homo_sapiens,5,RNF145,159158669,159207477,48808,-1
NP_001186312.1,Homo_sapiens,5,RNF145,159158669,159203617,44948,-1
NP_659486.2,Homo_sapiens,5,UBLCP1,159268915,159284931,16016,1
NP_002178.2,Homo_sapiens,5,IL12B,159316684,159326782,10098,-1
NP_000670.1,Homo_sapiens,5,ADRA1B,159916905,159972492,55587,1
NP_003305.1,Homo_sapiens,5,TTC1,160010528,160065065,54537,1
NP_001269429.1,Homo_sapiens,5,TTC1,160010528,160065065,54537,1
NP_001253964.1,Homo_sapiens,5,PWWP2A,160078154,160119388,41234,-1
NP_443159.1,Homo_sapiens,5,PWWP2A,160078154,160119388,41234,-1
NP_001124336.1,Homo_sapiens,5,PWWP2A,160092381,160119388,27007,-1
NP_001124430.1,Homo_sapiens,5,FABP6,160199106,160238659,39553,1
NP_001035532.1,Homo_sapiens,5,FABP6,160199106,160238659,39553,1
NP_001436.1,Homo_sapiens,5,FABP6,160229557,160238659,9102,1
NP_001295102.1,Homo_sapiens,5,CCNJL,160253377,160311923,58546,-1
NP_078841.3,Homo_sapiens,5,CCNJL,160253377,160311923,58546,-1
NP_114114.2,Homo_sapiens,5,C1QTNF2,160349167,160370637,21470,-1
NP_071373.2,Homo_sapiens,5,ZBED8,160393705,160395490,1785,-1
NP_001290180.1,Homo_sapiens,5,ZBED8,160393705,160395490,1785,-1
NP_006416.3,Homo_sapiens,5,SLU7,160403284,160415294,12010,-1
NP_004210.1,Homo_sapiens,5,PTTG1,160422312,160428681,6369,1
NP_001269311.1,Homo_sapiens,5,PTTG1,160422312,160428681,6369,1
NP_001269312.1,Homo_sapiens,5,PTTG1,160422312,160428681,6369,1
NP_079429.2,Homo_sapiens,5,ATP10B,160565452,160688074,122622,-1
NP_000804.1,Homo_sapiens,5,GABRB2,161294080,161546643,252563,-1
NP_068711.1,Homo_sapiens,5,GABRB2,161294080,161546643,252563,-1
NP_000802.2,Homo_sapiens,5,GABRA6,161685989,161701773,15784,1
NP_001121115.1,Homo_sapiens,5,GABRA1,161850810,161897422,46612,1
NP_001121116.1,Homo_sapiens,5,GABRA1,161850810,161897422,46612,1
NP_001121117.1,Homo_sapiens,5,GABRA1,161850810,161897422,46612,1
NP_001121120.1,Homo_sapiens,5,GABRA1,161850810,161897422,46612,1
NP_000797.2,Homo_sapiens,5,GABRA1,161850810,161897422,46612,1
NP_944493.2,Homo_sapiens,5,GABRG2,162067999,162153368,85369,1
NP_944494.1,Homo_sapiens,5,GABRG2,162067999,162153368,85369,1
NP_000807.2,Homo_sapiens,5,GABRG2,162067999,162153368,85369,1
NP_954854.1,Homo_sapiens,5,CCNG1,163439256,163442565,3309,1
NP_004051.1,Homo_sapiens,5,CCNG1,163439256,163442565,3309,1
NP_660309.1,Homo_sapiens,5,NUDCD2,163453966,163460050,6084,-1
NP_001136028.1,Homo_sapiens,5,HMMR,163460692,163491164,30472,1
NP_036616.2,Homo_sapiens,5,HMMR,163460692,163491164,30472,1
NP_036617.2,Homo_sapiens,5,HMMR,163460692,163491164,30472,1
NP_001136029.1,Homo_sapiens,5,HMMR,163460726,163491164,30438,1
NP_877725.1,Homo_sapiens,5,MAT2B,163503394,163518363,14969,1
NP_037415.1,Homo_sapiens,5,MAT2B,163505686,163518363,12677,1
NP_001116151.1,Homo_sapiens,5,TENM2,167284837,168262810,977973,1
NP_001073897.2,Homo_sapiens,5,TENM2,167755053,168262810,507757,1
NP_001155133.1,Homo_sapiens,5,WWC1,168292152,168469017,176865,1
NP_001155134.1,Homo_sapiens,5,WWC1,168292152,168469017,176865,1
NP_056053.1,Homo_sapiens,5,WWC1,168292152,168469017,176865,1
NP_002878.2,Homo_sapiens,5,RARS,168486498,168519190,32692,1
NP_078870.1,Homo_sapiens,5,PANK3,168557570,168579283,21713,-1
NP_003053.1,Homo_sapiens,5,SLIT3,168666453,169300709,634256,-1
NP_001258875.1,Homo_sapiens,5,SLIT3,168666453,169300709,634256,-1
NP_060255.3,Homo_sapiens,5,SPDL1,169588416,169604207,15791,1
NP_004937.1,Homo_sapiens,5,DOCK2,169637326,170082858,445532,1
NP_001123363.1,Homo_sapiens,5,FAM196B,169864272,169883898,19626,-1
NP_036320.2,Homo_sapiens,5,FOXI1,170105957,170108611,2654,1
NP_658982.1,Homo_sapiens,5,FOXI1,170105957,170108611,2654,1
NP_001096079.1,Homo_sapiens,5,C5orf58,170234135,170246113,11978,1
NP_001292323.1,Homo_sapiens,5,C5orf58,170234135,170246113,11978,1
NP_001292322.1,Homo_sapiens,5,C5orf58,170234135,170246113,11978,1
NP_001292324.1,Homo_sapiens,5,C5orf58,170234135,170236210,2075,1
NP_001292325.1,Homo_sapiens,5,C5orf58,170234135,170236210,2075,1
NP_001292326.1,Homo_sapiens,5,C5orf58,170234135,170236210,2075,1
NP_005556.1,Homo_sapiens,5,LCP2,170248696,170297611,48915,-1
NP_001030010.1,Homo_sapiens,5,KCNIP1,170353876,170735806,381930,1
NP_004128.1,Homo_sapiens,5,KCNMB1,170378703,170385447,6744,-1
NP_001030009.1,Homo_sapiens,5,KCNIP1,170504572,170735806,231234,1
NP_001265268.1,Homo_sapiens,5,KCNIP1,170504572,170735806,231234,1
NP_055407.1,Homo_sapiens,5,KCNIP1,170504572,170735806,231234,1
NP_001265269.1,Homo_sapiens,5,KCNIP1,170718780,170735806,17026,1
NP_055026.1,Homo_sapiens,5,GABRP,170788615,170812258,23643,1
NP_001278914.1,Homo_sapiens,5,GABRP,170788615,170811993,23378,1
NP_075048.1,Homo_sapiens,5,RANBP17,170862033,171298858,436825,1
NP_066305.2,Homo_sapiens,5,TLX3,171309365,171311599,2234,1
NP_002511.1,Homo_sapiens,5,NPM1,171387948,171410565,22617,1
NP_954654.1,Homo_sapiens,5,NPM1,171387948,171410565,22617,1
NP_001032827.1,Homo_sapiens,5,NPM1,171387948,171406405,18457,1
NP_003853.1,Homo_sapiens,5,FGF18,171420199,171456805,36606,1
NP_001276899.1,Homo_sapiens,5,SMIM23,171785871,171791088,5217,1
NP_387449.2,Homo_sapiens,5,FBXW11,171868634,172006502,137868,-1
NP_387448.2,Homo_sapiens,5,FBXW11,171868634,172006502,137868,-1
NP_036432.2,Homo_sapiens,5,FBXW11,171868634,172006502,137868,-1
NP_005981.3,Homo_sapiens,5,STK10,172044881,172188042,143161,-1
NP_001164654.1,Homo_sapiens,5,EFCAB9,172194172,172203345,9173,1
NP_689490.2,Homo_sapiens,5,UBTD2,172211829,172283665,71836,-1
NP_001295104.1,Homo_sapiens,5,SH3PXD2B,172325275,172454352,129077,-1
NP_001017995.1,Homo_sapiens,5,SH3PXD2B,172338368,172454352,115984,-1
NP_001136123.1,Homo_sapiens,5,NEURL1B,172641406,172686925,45519,1
NP_001295107.1,Homo_sapiens,5,NEURL1B,172641406,172686925,45519,1
NP_001295106.1,Homo_sapiens,5,NEURL1B,172641406,172686925,45519,1
NP_001274741.1,Homo_sapiens,5,LOC101928093,172758262,172762517,4255,1
NP_004408.1,Homo_sapiens,5,DUSP1,172768761,172770952,2191,-1
NP_001026881.1,Homo_sapiens,5,ERGIC1,172834413,172950816,116403,1
NP_057177.1,Homo_sapiens,5,RPL26L1,172959873,172969541,9668,1
NP_001304909.1,Homo_sapiens,5,RPL26L1,172959873,172969541,9668,1
NP_001304910.1,Homo_sapiens,5,RPL26L1,172959873,172969541,9668,1
NP_001304911.1,Homo_sapiens,5,RPL26L1,172959873,172969541,9668,1
NP_003936.1,Homo_sapiens,5,ATP6V0E1,172983860,173020331,36471,1
NP_705835.2,Homo_sapiens,5,CREBRF,173080775,173133745,52970,1
NP_001161865.1,Homo_sapiens,5,CREBRF,173080775,173091433,10658,1
NP_001161866.1,Homo_sapiens,5,CREBRF,173080775,173091433,10658,1
NP_053582.2,Homo_sapiens,5,BNIP1,173144545,173163921,19376,1
NP_053583.2,Homo_sapiens,5,BNIP1,173144545,173163921,19376,1
NP_001196.2,Homo_sapiens,5,BNIP1,173144545,173163921,19376,1
NP_053581.2,Homo_sapiens,5,BNIP1,173144545,173163921,19376,1
NP_004378.1,Homo_sapiens,5,NKX2-5,173232568,173235083,2515,-1
NP_001159648.1,Homo_sapiens,5,NKX2-5,173233342,173235083,1741,-1
NP_001159647.1,Homo_sapiens,5,NKX2-5,173233496,173235083,1587,-1
NP_003705.1,Homo_sapiens,5,STC2,173317846,173328193,10347,-1
NP_001153123.1,Homo_sapiens,5,BOD1,173608264,173616436,8172,-1
NP_612378.1,Homo_sapiens,5,BOD1,173609238,173616436,7198,-1
NP_085130.2,Homo_sapiens,5,CPEB4,173889733,173956137,66404,1
NP_001295118.1,Homo_sapiens,5,CPEB4,173889733,173956137,66404,1
NP_001295120.1,Homo_sapiens,5,CPEB4,173889733,173956137,66404,1
NP_001295121.1,Homo_sapiens,5,CPEB4,173910543,173956137,45594,1
NP_001295122.1,Homo_sapiens,5,CPEB4,173910543,173956137,45594,1
NP_001138426.1,Homo_sapiens,5,C5orf47,173989263,174001215,11952,1
NP_057064.1,Homo_sapiens,5,HMP19,174046755,174107505,60750,1
NP_002440.2,Homo_sapiens,5,MSX2,174724659,174729583,4924,1
NP_000785.1,Homo_sapiens,5,DRD1,175441758,175443099,1341,-1
NP_001309906.1,Homo_sapiens,5,SFXN1,175492103,175526734,34631,1
NP_073591.2,Homo_sapiens,5,SFXN1,175492103,175526734,34631,1
NP_001309909.1,Homo_sapiens,5,SFXN1,175492103,175526679,34576,1
NP_001309910.1,Homo_sapiens,5,SFXN1,175492103,175526679,34576,1
NP_001309912.1,Homo_sapiens,5,SFXN1,175492103,175513595,21492,1
NP_001309907.1,Homo_sapiens,5,SFXN1,175492257,175526734,34477,1
NP_001309911.1,Homo_sapiens,5,SFXN1,175492257,175526734,34477,1
NP_001124527.1,Homo_sapiens,5,HRH2,175683233,175685526,2293,1
NP_071640.1,Homo_sapiens,5,HRH2,175683233,175684313,1080,1
NP_001008221.1,Homo_sapiens,5,CPLX2,175878739,175880045,1306,1
NP_006641.1,Homo_sapiens,5,CPLX2,175878739,175880045,1306,1
NP_115737.1,Homo_sapiens,5,THOC3,175959968,175968208,8240,-1
XP_011533011.1,Homo_sapiens,5,LOC105377746,176034233,176035127,894,1
NP_001252544.1,Homo_sapiens,5,FAM153B,176089518,176114049,24531,1
NP_001295124.1,Homo_sapiens,5,SIMC1,176238508,176345445,106937,1
NP_940969.3,Homo_sapiens,5,SIMC1,176238508,176345445,106937,1
NP_001295125.1,Homo_sapiens,5,SIMC1,176263430,176345445,82015,1
NP_001295129.1,Homo_sapiens,5,SIMC1,176313424,176345445,32021,1
NP_001073153.1,Homo_sapiens,5,KIAA1191,176347599,176359508,11909,-1
NP_065177.2,Homo_sapiens,5,KIAA1191,176347599,176359508,11909,-1
NP_001073152.1,Homo_sapiens,5,KIAA1191,176347599,176355720,8121,-1
NP_001274265.1,Homo_sapiens,5,KIAA1191,176347599,176355720,8121,-1
NP_001274264.1,Homo_sapiens,5,KIAA1191,176347599,176352712,5113,-1
NP_775935.1,Homo_sapiens,5,ARL10,176365563,176371895,6332,1
NP_001304877.1,Homo_sapiens,5,ARL10,176365563,176369252,3689,1
NP_001243469.2,Homo_sapiens,5,NOP16,176383980,176388539,4559,-1
NP_001243468.2,Homo_sapiens,5,NOP16,176383980,176388539,4559,-1
NP_001278234.1,Homo_sapiens,5,NOP16,176383980,176388466,4486,-1
NP_001278236.1,Homo_sapiens,5,NOP16,176384230,176388539,4309,-1
NP_057475.2,Homo_sapiens,5,NOP16,176384230,176388539,4309,-1
NP_001304904.1,Homo_sapiens,5,NOP16,176384230,176388435,4205,-1
NP_001278237.1,Homo_sapiens,5,NOP16,176385243,176388539,3296,-1
NP_620175.1,Homo_sapiens,5,HIGD2A,176388819,176389497,678,1
NP_001825.1,Homo_sapiens,5,CLTB,176392773,176416363,23590,-1
NP_009028.1,Homo_sapiens,5,CLTB,176392773,176416363,23590,-1
NP_055428.1,Homo_sapiens,5,FAF2,176448407,176506950,58543,1
NP_055716.1,Homo_sapiens,5,RNF44,176529027,176532472,3445,-1
NP_001165447.1,Homo_sapiens,5,CDHR2,176565352,176595672,30320,1
NP_060145.3,Homo_sapiens,5,CDHR2,176565352,176595672,30320,1
NP_443131.2,Homo_sapiens,5,GPRIN1,176596807,176599834,3027,-1
NP_001304963.1,Homo_sapiens,5,SNCB,176620810,176629654,8844,-1
NP_001304965.1,Homo_sapiens,5,SNCB,176620810,176629654,8844,-1
NP_001304964.1,Homo_sapiens,5,SNCB,176620810,176629654,8844,-1
NP_001304966.1,Homo_sapiens,5,SNCB,176620810,176629654,8844,-1
NP_003076.1,Homo_sapiens,5,SNCB,176620810,176629654,8844,-1
NP_001001502.1,Homo_sapiens,5,SNCB,176620810,176629654,8844,-1
NP_001092878.1,Homo_sapiens,5,EIF4E1B,176642787,176645980,3193,1
NP_036303.1,Homo_sapiens,5,TSPAN17,176647615,176657698,10083,1
NP_569732.2,Homo_sapiens,5,TSPAN17,176647615,176657698,10083,1
NP_001006617.2,Homo_sapiens,5,TSPAN17,176647615,176657532,9917,1
NP_588610.2,Homo_sapiens,5,UNC5A,176810750,176879886,69136,1
NP_002106.2,Homo_sapiens,5,HK3,176881072,176896159,15087,-1
NP_001304890.1,Homo_sapiens,5,UIMC1,176905281,176982615,77334,-1
NP_001186226.1,Homo_sapiens,5,UIMC1,176905281,176982615,77334,-1
NP_001186227.1,Homo_sapiens,5,UIMC1,176905281,176982615,77334,-1
NP_057374.3,Homo_sapiens,5,UIMC1,176905281,176982615,77334,-1
NP_001295148.1,Homo_sapiens,5,ZNF346,177022738,177079504,56766,1
NP_001295145.1,Homo_sapiens,5,ZNF346,177022738,177064757,42019,1
NP_001295142.1,Homo_sapiens,5,ZNF346,177022738,177064599,41861,1
NP_036411.1,Homo_sapiens,5,ZNF346,177022738,177064599,41861,1
NP_001295144.1,Homo_sapiens,5,ZNF346,177022738,177064599,41861,1
NP_001295143.1,Homo_sapiens,5,ZNF346,177022738,177064599,41861,1
NP_001295147.1,Homo_sapiens,5,ZNF346,177022738,177064599,41861,1
NP_001295150.1,Homo_sapiens,5,ZNF346,177022738,177064599,41861,1
NP_001295152.1,Homo_sapiens,5,ZNF346,177022738,177064599,41861,1
NP_002002.3,Homo_sapiens,5,FGFR4,177089602,177097676,8074,1
NP_998812.1,Homo_sapiens,5,FGFR4,177089602,177097676,8074,1
NP_001278909.1,Homo_sapiens,5,FGFR4,177089602,177097676,8074,1
NP_075252.2,Homo_sapiens,5,FGFR4,177089602,177097676,8074,1
NP_071900.2,Homo_sapiens,5,NSD1,177135103,177295459,160356,1
NP_758859.1,Homo_sapiens,5,NSD1,177135170,177295459,160289,1
NP_001026847.1,Homo_sapiens,5,RAB24,177301742,177303288,1546,-1
NP_570137.2,Homo_sapiens,5,RAB24,177301742,177303288,1546,-1
NP_037369.1,Homo_sapiens,5,PRELID1,177303985,177306570,2585,1
NP_001258757.1,Homo_sapiens,5,PRELID1,177303985,177306570,2585,1
NP_001136407.1,Homo_sapiens,5,MXD3,177307118,177311830,4712,-1
NP_112590.1,Homo_sapiens,5,MXD3,177307587,177311830,4243,-1
NP_006807.1,Homo_sapiens,5,LMAN2,177332085,177351647,19562,-1
NP_006471.2,Homo_sapiens,5,RGS14,177358024,177372075,14051,1
NP_003043.3,Homo_sapiens,5,SLC34A1,177385741,177398286,12545,1
NP_001161051.1,Homo_sapiens,5,SLC34A1,177385741,177389725,3984,1
